Model,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff,Make_ALFA ROMEO,Make_ASTON MARTIN,Make_AUDI,Make_BENTLEY,Make_BMW,Make_BUICK,Make_CADILLAC,Make_CHEVROLET,Make_CHRYSLER,Make_DODGE,Make_FIAT,Make_FORD,Make_GENESIS,Make_GMC,Make_HONDA,Make_HYUNDAI,Make_INFINITI,Make_JAGUAR,Make_JEEP,Make_KIA,Make_LAMBORGHINI,Make_LAND ROVER,Make_LEXUS,Make_LINCOLN,Make_MAHINDRA,Make_MARUTI SUZUKI,Make_MASERATI,Make_MAZDA,Make_MERCEDES-BENZ,Make_MINI,Make_MITSUBISHI,Make_NISSAN,Make_PORSCHE,Make_RAM,Make_ROLLS-ROYCE,Make_SCION,Make_SMART,Make_SUBARU,Make_TOYOTA,Make_VOLKSWAGEN,Make_VOLVO,Vehicle Class_FULL-SIZE,Vehicle Class_MID-SIZE,Vehicle Class_MINICOMPACT,Vehicle Class_MINIVAN,Vehicle Class_PICKUP TRUCK - SMALL,Vehicle Class_PICKUP TRUCK - STANDARD,Vehicle Class_SPECIAL PURPOSE VEHICLE,Vehicle Class_STATION WAGON - MID-SIZE,Vehicle Class_STATION WAGON - SMALL,Vehicle Class_SUBCOMPACT,Vehicle Class_SUV - SMALL,Vehicle Class_SUV - STANDARD,Vehicle Class_TWO-SEATER,Vehicle Class_VAN - CARGO,Vehicle Class_VAN - PASSENGER,Transmission_A4,Transmission_A5,Transmission_A6,Transmission_A7,Transmission_A8,Transmission_A9,Transmission_AM5,Transmission_AM6,Transmission_AS10,Transmission_AS4,Transmission_AS5,Transmission_AS6,Transmission_AS7,Transmission_AS8,Transmission_AS9,Transmission_AV,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_Petrol
Regal AWD,-0.9537177832800808,-0.9610649245105555,-0.5503867337536933,-0.5615781684793828,-0.5783738491557777,0.31011088857832403,227,0.31728441213690983,-0.5615781684793828,-0.422044087000916,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Regal AWD,0.23513401745081428,0.13662147215234835,-0.13931155289040426,-0.24594621289942578,-0.19063443249266507,-0.1091024592011086,251,0.31728441213690983,-0.24594621289942578,0.047638619445343026,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
CT6 AWD,-0.21068540782327144,0.13662147215234835,0.06622603754124,-0.06558509542516432,0.020859794778124222,-0.24884024179425282,267,0.31728441213690983,-0.06558509542516432,0.24893120792231016,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
CT6 AWD,0.23513401745081428,0.13662147215234835,0.03686352462243375,-0.20085593353085981,-0.049638280978805745,-0.24884024179425282,261,0.31728441213690983,-0.20085593353085981,0.3831262669069549,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
CT6 AWD,0.6809534427249,1.2343078688152522,1.299451580131107,0.11477602204909715,0.9020857417397442,-0.9475291547599739,324,0.31728441213690983,0.11477602204909715,2.79863732863057,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
CTS,-0.9537177832800808,-0.9610649245105555,-0.5503867337536933,-0.6517587272165135,-0.6136228870342424,0.44984867117146826,222,0.31728441213690983,-0.6517587272165135,-0.28784902801627066,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CTS,0.23513401745081428,0.13662147215234835,-0.16867406580921052,-0.4713976097422524,-0.2611325082495944,0.030635323392035615,246,0.31728441213690983,-0.4713976097422524,0.3160287374146337,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CTS AWD,-0.9537177832800808,-0.9610649245105555,-0.4329366820784678,-0.5164878891108176,-0.4726267355203831,0.31011088857832403,232,0.31728441213690983,-0.5164878891108176,-0.22075149852394768,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CTS AWD,0.23513401745081428,0.13662147215234835,0.12495106337885302,-0.020494816056599155,0.09135787053505356,-0.24884024179425282,269,0.31728441213690983,-0.020494816056599155,0.3160287374146337,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CTS Vsport,0.23513401745081428,0.13662147215234835,0.6241137829985608,0.2951371395233586,0.5143463250766309,-0.6680535895736854,298,0.31728441213690983,0.2951371395233586,0.9870040323378587,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CTS-V,2.1670181936385187,1.2343078688152522,1.2407265542934947,0.7911302125775771,1.0783309311320681,-0.9475291547599739,337,0.31728441213690983,0.7911302125775771,1.657979327261086,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Escalade 4WD,2.1670181936385187,1.2343078688152522,1.093913989699463,0.7460399332090119,0.9725838174966736,-0.9475291547599739,328,0.31728441213690983,0.7460399332090119,1.3895892092917954,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
XT4,-0.9537177832800808,-0.9610649245105555,-0.9027368887793693,-0.6517587272165135,-0.8251171143050311,0.7293242363577567,209,0.31728441213690983,-0.6517587272165135,-1.0930193819241416,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
XT4 AWD,-0.9537177832800808,-0.9610649245105555,-0.5797492466724996,-0.4713976097422524,-0.543124811277313,0.31011088857832403,227,0.31728441213690983,-0.4713976097422524,-0.6233366754778831,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
XT5,0.23513401745081428,0.13662147215234835,-0.22739909164682354,-0.15576565416229465,-0.22588347037112974,0.030635323392035615,250,0.31728441213690983,-0.15576565416229465,-0.2878490280162712,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
XT5 AWD,0.23513401745081428,0.13662147215234835,-0.02186150121517875,0.024595463311966815,-0.014389243100341075,-0.24884024179425282,263,0.31728441213690983,0.024595463311966815,-0.08655643953930292,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
XTS,0.23513401745081428,0.13662147215234835,0.007501011703627502,-0.24594621289942578,-0.08488731885727042,-0.1091024592011086,259,0.31728441213690983,-0.24594621289942578,0.3831262669069561,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
XTS AWD,0.23513401745081428,0.13662147215234835,0.24240111505407802,-0.11067537479372949,0.12660690841351824,-0.388578024387397,272,0.31728441213690983,-0.11067537479372949,0.7186139143685679,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
XTS Vsport AWD,0.23513401745081428,0.13662147215234835,0.6241137829985608,0.38531769826048895,0.5495953629550961,-0.6680535895736854,302,0.31728441213690983,0.38531769826048895,0.8528089733532139,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Blazer,-0.5822015955516762,-0.9610649245105555,-0.6091117595913058,-0.20085593353085981,-0.4726267355203831,0.31011088857832403,232,0.31728441213690983,-0.20085593353085981,-1.093019381924142,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Blazer,0.23513401745081428,0.13662147215234835,-0.2567616045656298,-0.11067537479372949,-0.22588347037112974,0.030635323392035615,250,0.31728441213690983,-0.11067537479372949,-0.422044087000916,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Blazer AWD,0.23513401745081428,0.13662147215234835,-0.051224014133985515,0.11477602204909715,0.020859794778124222,-0.24884024179425282,265,0.31728441213690983,0.11477602204909715,-0.2878490280162712,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Camaro,-0.9537177832800808,-0.9610649245105555,-0.6091117595913058,-0.6968490065850786,-0.6488719249127071,0.44984867117146826,220,0.31728441213690983,-0.6968490065850786,-0.354946557508593,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Camaro,0.23513401745081428,0.13662147215234835,-0.16867406580921052,-0.4713976097422524,-0.29638154612805906,0.030635323392035615,246,0.31728441213690983,-0.4713976097422524,0.3160287374146337,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Camaro SS,2.1670181936385187,1.2343078688152522,0.47730121840452905,-0.20085593353085981,0.26760305992737754,-0.388578024387397,279,0.31728441213690983,-0.20085593353085981,1.389589209291794,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Camaro ZL1,2.1670181936385187,1.2343078688152522,1.5930767093191707,0.8813107713147074,1.3603232341597862,-1.087266937353118,355,0.31728441213690983,0.8813107713147074,2.328954622184312,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Colorado,-0.5822015955516762,-0.9610649245105555,-0.22739909164682354,-0.020494816056599155,-0.15538539461419976,-0.1091024592011086,253,0.31728441213690983,-0.020494816056599155,-0.48914161649323834,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Colorado,-0.3592918829146335,-0.9610649245105555,-0.31548663040324226,-0.6066684478479479,-0.40212865976345374,0.17037310598517982,270,-1.5960692218643888,-0.6066684478479479,0.18183367842998777,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Colorado,0.23513401745081428,0.13662147215234835,0.15431357629765927,0.1598663014176623,0.1618559462919829,-0.388578024387397,274,0.31728441213690983,0.1598663014176623,0.1147361489376654,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Colorado 4WD,-0.5822015955516762,-0.9610649245105555,-0.051224014133985515,0.25004686015479344,0.0561088326565889,-0.24884024179425282,267,0.31728441213690983,0.25004686015479344,-0.48914161649323956,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Colorado 4WD,-0.3592918829146335,-0.9610649245105555,-0.19803657872801728,-0.3812170510051213,-0.2611325082495944,0.030635323392035615,283,-1.5960692218643888,-0.3812170510051213,0.1147361489376642,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Colorado 4WD,0.23513401745081428,0.13662147215234835,0.3304886538104973,0.2951371395233586,0.3381011356843069,-0.5283158069805413,286,0.31728441213690983,0.2951371395233586,0.31602873741463255,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Colorado ZR2 4WD,-0.3592918829146335,-0.9610649245105555,0.12495106337885302,0.6107690951033156,0.3028520978058422,-0.5283158069805413,326,-1.5960692218643888,0.6107690951033156,-0.6233366754778831,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Colorado ZR2 4WD,0.23513401745081428,0.13662147215234835,0.6241137829985608,1.6929357999488837,1.0078328553751381,-0.9475291547599739,331,0.31728441213690983,1.6929357999488837,-1.093019381924142,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Corvette,2.1670181936385187,1.2343078688152522,0.8002888605113988,-0.020494816056599155,0.5143463250766309,-0.6680535895736854,299,0.31728441213690983,-0.020494816056599155,1.859271915738053,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Corvette Z06,2.1670181936385187,1.2343078688152522,1.2700890672123004,0.38531769826048895,0.9725838174966736,-0.9475291547599739,331,0.31728441213690983,0.38531769826048895,2.328954622184311,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Corvette ZR1,2.1670181936385187,1.2343078688152522,1.9454268643448467,1.2420330062632303,1.7128136129444347,-1.2270047199462624,381,0.31728441213690983,1.2420330062632303,2.5973447401536016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Cruze,-1.3995372085541666,-0.9610649245105555,-1.3431745825614647,-1.3732031971135585,-1.389101720360468,1.7074887145097661,172,0.31728441213690983,-1.3732031971135585,-1.0259218524318192,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Cruze Premier,-1.3995372085541666,-0.9610649245105555,-1.3431745825614647,-1.3732031971135585,-1.389101720360468,1.7074887145097661,172,0.31728441213690983,-1.3732031971135585,-1.0259218524318192,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Cruze Diesel,-1.2509307334628046,-0.9610649245105555,-1.5487121729931095,-1.9593768289049078,-1.706343061266651,2.406177627475487,172,-1.5960692218643888,-1.9593768289049078,-0.6233366754778843,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Cruze Hatchback,-1.3995372085541666,-0.9610649245105555,-1.3431745825614647,-1.3732031971135585,-1.389101720360468,1.7074887145097661,172,0.31728441213690983,-1.3732031971135585,-1.0259218524318192,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Cruze Hatchback Premier,-1.3995372085541666,-0.9610649245105555,-1.284449556723852,-1.2830226383764278,-1.3186036446035383,1.567750931916622,175,0.31728441213690983,-1.2830226383764278,-1.0259218524318197,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Cruze Hatchback Diesel,-1.2509307334628046,-0.9610649245105555,-1.4899871471554966,-1.8241059907992119,-1.6358449855097217,2.266439844882343,178,-1.5960692218643888,-1.8241059907992119,-0.6904342049702067,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Equinox,-1.3252339710084855,-0.9610649245105555,-1.078911966292208,-0.8772101240593402,-1.0366113415758198,1.0087998015440451,196,0.31728441213690983,-0.8772101240593402,-1.1601169114164651,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Equinox,-1.2509307334628046,-0.9610649245105555,-1.284449556723852,-1.4633837558506892,-1.353852682482003,1.567750931916622,199,-1.5960692218643888,-1.4633837558506892,-0.7575317344625291,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Equinox AWD,-1.3252339710084855,-0.9610649245105555,-1.049549453373401,-0.6517587272165135,-0.9308642279404257,0.8690620189509008,207,0.31728441213690983,-0.6517587272165135,-1.4285070293857547,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Equinox AWD,-1.2509307334628046,-0.9610649245105555,-1.284449556723852,-1.4182934764821242,-1.353852682482003,1.567750931916622,199,-1.5960692218643888,-1.4182934764821242,-0.8246292639548515,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Equinox AWD,-0.9537177832800808,-0.9610649245105555,-0.5797492466724996,-0.42630733037368645,-0.543124811277313,0.31011088857832403,228,0.31728441213690983,-0.42630733037368645,-0.6904342049702067,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Impala,-0.5822015955516762,-0.9610649245105555,-0.6091117595913058,-0.5615781684793828,-0.5783738491557777,0.31011088857832403,225,0.31728441213690983,-0.5615781684793828,-0.5562391459855608,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Impala,0.23513401745081428,0.13662147215234835,-0.051224014133985515,-0.33612677163655613,-0.15538539461419976,-0.1091024592011086,254,0.31728441213690983,-0.33612677163655613,0.3831262669069549,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Impala,0.23513401745081428,0.13662147215234835,1.2700890672123004,1.061671888788969,1.1840780447674621,-1.087266937353118,245,-3.5094228558656875,1.061671888788969,1.3224916797994717,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Malibu,-1.3252339710084855,-0.9610649245105555,-1.3725370954802714,-1.1928420796392976,-1.3186036446035383,1.567750931916622,174,0.31728441213690983,-1.1928420796392976,-1.3614094998934327,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Malibu,-0.9537177832800808,-0.9610649245105555,-0.6971992983477251,-0.8321198446907746,-0.7546190385481018,0.5895864537646125,214,0.31728441213690983,-0.8321198446907746,-0.3549465575085936,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
