Model,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff,Make_ALFA ROMEO,Make_ASTON MARTIN,Make_AUDI,Make_BENTLEY,Make_BMW,Make_BUICK,Make_CADILLAC,Make_CHEVROLET,Make_CHRYSLER,Make_DODGE,Make_FIAT,Make_FORD,Make_GENESIS,Make_GMC,Make_HONDA,Make_HYUNDAI,Make_INFINITI,Make_JAGUAR,Make_JEEP,Make_KIA,Make_LAMBORGHINI,Make_LAND ROVER,Make_LEXUS,Make_LINCOLN,Make_MAHINDRA,Make_MARUTI SUZUKI,Make_MASERATI,Make_MAZDA,Make_MERCEDES-BENZ,Make_MINI,Make_MITSUBISHI,Make_NISSAN,Make_PORSCHE,Make_RAM,Make_ROLLS-ROYCE,Make_SCION,Make_SMART,Make_SUBARU,Make_TOYOTA,Make_VOLKSWAGEN,Make_VOLVO,Vehicle Class_FULL-SIZE,Vehicle Class_MID-SIZE,Vehicle Class_MINICOMPACT,Vehicle Class_MINIVAN,Vehicle Class_PICKUP TRUCK - SMALL,Vehicle Class_PICKUP TRUCK - STANDARD,Vehicle Class_SPECIAL PURPOSE VEHICLE,Vehicle Class_STATION WAGON - MID-SIZE,Vehicle Class_STATION WAGON - SMALL,Vehicle Class_SUBCOMPACT,Vehicle Class_SUV - SMALL,Vehicle Class_SUV - STANDARD,Vehicle Class_TWO-SEATER,Vehicle Class_VAN - CARGO,Vehicle Class_VAN - PASSENGER,Transmission_A4,Transmission_A5,Transmission_A6,Transmission_A7,Transmission_A8,Transmission_A9,Transmission_AM5,Transmission_AM6,Transmission_AS10,Transmission_AS4,Transmission_AS5,Transmission_AS6,Transmission_AS7,Transmission_AS8,Transmission_AS9,Transmission_AV,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_Petrol
A7 QUATTRO,-0.21068540782327144,0.13662147215234835,-0.40357416915966154,-0.4713976097422524,-0.4373776976419184,0.17037310598517982,238,0.31728441213690983,-0.4713976097422524,-0.22075149852394768,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
A8,-0.21068540782327144,0.13662147215234835,-0.08058652705279176,-0.5615781684793828,-0.2611325082495944,0.030635323392035615,246,0.31728441213690983,-0.5615781684793828,0.6515163848762456,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
A8,0.532346967633538,1.2343078688152522,0.007501011703627502,-0.5615781684793828,-0.19063443249266507,-0.1091024592011086,249,0.31728441213690983,-0.5615781684793828,0.8528089733532139,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
A8L,0.532346967633538,1.2343078688152522,0.06622603754124,-0.42630733037368645,-0.1201363567357351,-0.1091024592011086,255,0.31728441213690983,-0.42630733037368645,0.7857114438608903,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Q3,-0.9537177832800808,-0.9610649245105555,-0.28612411748443606,-0.3812170510051213,-0.33163058400652373,0.030635323392035615,243,0.31728441213690983,-0.3812170510051213,-0.08655643953930292,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Q3 QUATTRO,-0.9537177832800808,-0.9610649245105555,-0.28612411748443606,-0.3812170510051213,-0.33163058400652373,0.030635323392035615,241,0.31728441213690983,-0.3812170510051213,-0.08655643953930292,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Q5,-0.9537177832800808,-0.9610649245105555,-0.2567616045656298,-0.29103649226799094,-0.2611325082495944,0.030635323392035615,246,0.31728441213690983,-0.29103649226799094,-0.1536539690316253,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Q5,-0.21068540782327144,0.13662147215234835,0.09558855046004625,-0.020494816056599155,0.0561088326565889,-0.24884024179425282,267,0.31728441213690983,-0.020494816056599155,0.24893120792231016,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Q7,-0.9537177832800808,-0.9610649245105555,-0.28612411748443606,0.1598663014176623,-0.15538539461419976,-0.1091024592011086,253,0.31728441213690983,0.1598663014176623,-0.8917267934471738,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Q7,-0.21068540782327144,0.13662147215234835,-0.08058652705279176,0.06968574268053199,-0.049638280978805745,-0.24884024179425282,260,0.31728441213690983,0.06968574268053199,-0.2878490280162712,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
RS 7,0.532346967633538,1.2343078688152522,0.9764639380242368,0.024595463311966815,0.6553424765904902,-0.6680535895736854,309,0.31728441213690983,0.024595463311966815,2.194759563199665,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
S3,-0.9537177832800808,-0.9610649245105555,-0.5503867337536933,-0.33612677163655613,-0.4726267355203831,0.31011088857832403,232,0.31728441213690983,-0.33612677163655613,-0.7575317344625291,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
S8,0.532346967633538,1.2343078688152522,0.9764639380242368,0.2951371395233586,0.7610895902258848,-0.8077913721668296,312,0.31728441213690983,0.2951371395233586,1.7921743862457296,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
SQ5,-0.21068540782327144,0.13662147215234835,0.35985116672930356,0.2951371395233586,0.3381011356843069,-0.5283158069805413,285,0.31728441213690983,0.2951371395233586,0.3831262669069549,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
TT COUPE QUATTRO,-0.9537177832800808,-0.9610649245105555,-0.8146493500229506,-0.6517587272165135,-0.7546190385481018,0.5895864537646125,209,0.31728441213690983,-0.6517587272165135,-0.8917267934471744,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
TT ROADSTER QUATTRO,-0.9537177832800808,-0.9610649245105555,-0.8146493500229506,-0.6517587272165135,-0.7546190385481018,0.5895864537646125,209,0.31728441213690983,-0.6517587272165135,-0.8917267934471744,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
TTS COUPE QUATTRO,-0.9537177832800808,-0.9610649245105555,-0.7559243241853376,-0.29103649226799094,-0.6136228870342424,0.44984867117146826,222,0.31728441213690983,-0.29103649226799094,-1.2943119704011092,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
BENTAYGA,2.018411718547157,3.42968066214106,1.7398892739132026,1.3322135650003606,1.642315537187505,-1.2270047199462624,370,0.31728441213690983,1.3322135650003606,1.993466974722699,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CONTINENTAL GT,0.532346967633538,1.2343078688152522,0.9471014251054312,0.06968574268053199,0.6553424765904902,-0.6680535895736854,307,0.31728441213690983,0.06968574268053199,2.0605645042150216,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CONTINENTAL GT,2.018411718547157,3.42968066214106,1.7692517868320081,0.8813107713147074,1.4660703477951809,-1.2270047199462624,360,0.31728441213690983,0.8813107713147074,2.731539799138247,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CONTINENTAL GT CONVERTIBLE,0.532346967633538,1.2343078688152522,1.416901631806332,0.4754982569976201,1.1135799690105328,-0.9475291547599739,337,0.31728441213690983,0.4754982569976201,2.530247210661278,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CONTINENTAL GT CONVERTIBLE,2.018411718547157,3.42968066214106,1.9747893772636536,1.1067621681575341,1.6775645750659696,-1.2270047199462624,375,0.31728441213690983,1.1067621681575341,2.865734858122894,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FLYING SPUR,0.532346967633538,1.2343078688152522,1.211364041374688,0.2951371395233586,0.9020857417397442,-0.9475291547599739,321,0.31728441213690983,0.2951371395233586,2.328954622184311,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FLYING SPUR,2.018411718547157,3.42968066214106,1.9747893772636536,1.1067621681575341,1.6775645750659696,-1.2270047199462624,375,0.31728441213690983,1.1067621681575341,2.865734858122894,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
MULSANNE,2.612837618912604,1.2343078688152522,2.4739520968833615,1.6027552412117534,2.2063001432429417,-1.5064802851325507,407,0.31728441213690983,1.6027552412117534,3.2683200350768282,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
230i CABRIOLET,-0.9537177832800808,-0.9610649245105555,-0.8440118629417569,-0.9223004034279053,-0.895615190061961,0.7293242363577567,207,0.31728441213690983,-0.9223004034279053,-0.5562391459855613,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
230i COUPE,-0.9537177832800808,-0.9610649245105555,-0.9027368887793693,-1.1026615209021668,-1.0013623036973551,1.0087998015440451,197,0.31728441213690983,-1.1026615209021668,-0.4220440870009154,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
230i xDRIVE CABRIOLET,-0.9537177832800808,-0.9610649245105555,-0.6971992983477251,-0.8321198446907746,-0.7546190385481018,0.5895864537646125,213,0.31728441213690983,-0.8321198446907746,-0.3549465575085936,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
230i xDRIVE COUPE,-0.9537177832800808,-0.9610649245105555,-0.7852868371041444,-0.8321198446907746,-0.7898680764265664,0.5895864537646125,210,0.31728441213690983,-0.8321198446907746,-0.5562391459855619,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
320i,-0.9537177832800808,-0.9610649245105555,-0.8440118629417569,-1.2379323590078626,-1.0013623036973551,1.0087998015440451,200,0.31728441213690983,-1.2379323590078626,-0.08655643953930292,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
320i xDRIVE,-0.9537177832800808,-0.9610649245105555,-0.7559243241853376,-1.0575712415336012,-0.8603661521834958,0.7293242363577567,206,0.31728441213690983,-1.0575712415336012,-0.1536539690316253,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
328d xDRIVE,-0.9537177832800808,-0.9610649245105555,-1.4606246342366902,-1.5084740352192545,-1.4948488339958623,1.8472264971029104,189,-1.5960692218643888,-1.5084740352192545,-1.093019381924142,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
328d xDRIVE TOURING,-0.9537177832800808,-0.9610649245105555,-1.4606246342366902,-1.5084740352192545,-1.4948488339958623,1.8472264971029104,189,-1.5960692218643888,-1.5084740352192545,-1.093019381924142,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
330i xDRIVE,-0.9537177832800808,-0.9610649245105555,-0.6971992983477251,-0.8321198446907746,-0.7546190385481018,0.5895864537646125,213,0.31728441213690983,-0.8321198446907746,-0.3549465575085936,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
330i xDRIVE GRAN TURISMO,-0.9537177832800808,-0.9610649245105555,-0.6971992983477251,-0.8321198446907746,-0.7546190385481018,0.5895864537646125,213,0.31728441213690983,-0.8321198446907746,-0.3549465575085936,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
330i xDRIVE TOURING,-0.9537177832800808,-0.9610649245105555,-0.6971992983477251,-0.8321198446907746,-0.7546190385481018,0.5895864537646125,213,0.31728441213690983,-0.8321198446907746,-0.3549465575085936,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
340i,-0.21068540782327144,0.13662147215234835,-0.5210242208348871,-0.6517587272165135,-0.5783738491557777,0.31011088857832403,224,0.31728441213690983,-0.6517587272165135,-0.22075149852394826,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
340i xDRIVE,-0.21068540782327144,0.13662147215234835,-0.4329366820784678,-0.6517587272165135,-0.5078757733988477,0.31011088857832403,228,0.31728441213690983,-0.6517587272165135,-0.019458910046979944,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
340i xDRIVE GRAN TURISMO,-0.21068540782327144,0.13662147215234835,-0.28612411748443606,-0.5164878891108176,-0.36687962188498907,0.17037310598517982,238,0.31728441213690983,-0.5164878891108176,0.1147361489376654,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
430i xDRIVE CABRIOLET,-0.9537177832800808,-0.9610649245105555,-0.6678367854289189,-0.8772101240593402,-0.7546190385481018,0.5895864537646125,211,0.31728441213690983,-0.8772101240593402,-0.22075149852394826,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
430i xDRIVE COUPE,-0.9537177832800808,-0.9610649245105555,-0.6971992983477251,-0.8321198446907746,-0.7546190385481018,0.5895864537646125,213,0.31728441213690983,-0.8321198446907746,-0.3549465575085936,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
430i xDRIVE GRAN COUPE,-0.9537177832800808,-0.9610649245105555,-0.6971992983477251,-0.8321198446907746,-0.7546190385481018,0.5895864537646125,213,0.31728441213690983,-0.8321198446907746,-0.3549465575085936,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
440i COUPE,-0.21068540782327144,0.13662147215234835,-0.5210242208348871,-0.6517587272165135,-0.5783738491557777,0.31011088857832403,224,0.31728441213690983,-0.6517587272165135,-0.22075149852394826,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
440i xDRIVE CABRIOLET,-0.21068540782327144,0.13662147215234835,-0.28612411748443606,-0.5164878891108176,-0.36687962188498907,0.17037310598517982,238,0.31728441213690983,-0.5164878891108176,0.1147361489376654,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
440i xDRIVE COUPE,-0.21068540782327144,0.13662147215234835,-0.4329366820784678,-0.6517587272165135,-0.5078757733988477,0.31011088857832403,228,0.31728441213690983,-0.6517587272165135,-0.019458910046979944,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
440i xDRIVE GRAN COUPE,-0.21068540782327144,0.13662147215234835,-0.4329366820784678,-0.6517587272165135,-0.5078757733988477,0.31011088857832403,228,0.31728441213690983,-0.6517587272165135,-0.019458910046979944,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
530i xDRIVE,-0.9537177832800808,-0.9610649245105555,-0.6971992983477251,-0.8321198446907746,-0.7546190385481018,0.5895864537646125,213,0.31728441213690983,-0.8321198446907746,-0.3549465575085936,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
540i xDRIVE,-0.21068540782327144,0.13662147215234835,-0.4329366820784678,-0.6517587272165135,-0.5078757733988477,0.31011088857832403,228,0.31728441213690983,-0.6517587272165135,-0.019458910046979944,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
640i xDRIVE CABRIOLET,-0.21068540782327144,0.13662147215234835,-0.13931155289040426,-0.3812170510051213,-0.22588347037112974,0.030635323392035615,249,0.31728441213690983,-0.3812170510051213,0.24893120792231016,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
640i xDRIVE GRAN COUPE,-0.21068540782327144,0.13662147215234835,-0.13931155289040426,-0.3812170510051213,-0.22588347037112974,0.030635323392035615,249,0.31728441213690983,-0.3812170510051213,0.24893120792231016,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
650i xDRIVE CABRIOLET,0.829559917816262,1.2343078688152522,0.5360262442421415,0.20495658078622747,0.44384824931970157,-0.5283158069805413,292,0.31728441213690983,0.20495658078622747,0.9199065028455363,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
650i xDRIVE COUPE,0.829559917816262,1.2343078688152522,0.2717636279728848,-0.06558509542516432,0.1618559462919829,-0.388578024387397,273,0.31728441213690983,-0.06558509542516432,0.7186139143685691,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
